Order_ID,Customer_Name,Product,Category,Quantity,Unit_Price,Total_Amount,Payment_Method,Order_Status,Order_Date,Branch
ORD0245,Juan Green,Banana Bread,Cake,3,390.24,1170.72,Debit Card,Pending,2025-05-20,Cavite
ORD0246,Timothy Montes,Cookies,Pastry,6,54.13,324.78,Cash,Pending,2026-05-02,Batangas
ORD0247,Charles Walker,Cupcake,Dessert,7,207.02,1449.14,GCash,Cancelled,2025-11-21,Manila
ORD0248,Tammy Barber,Brownie,Cake,5,138.4,692.0,GCash,Cancelled,2026-02-20,Manila
ORD0249,Lisa Graham,Cookies,Cake,4,270.0,1080.0,Credit Card,Pending,2025-05-28,Manila
ORD0250,Mandy Rogers,Baguette,Dessert,5,470.99,2354.95,Cash,Completed,2026-03-08,Manila
ORD0251,Jessica Odonnell,Chocolate Cake,Dessert,3,125.96,377.88,Debit Card,Cancelled,2025-05-15,Laguna
ORD0252,Cody Palmer,Croissant,Cake,1,369.84,369.84,GCash,Completed,2026-03-08,Cavite
ORD0253,Jessica Mckinney,Baguette,Cake,8,134.89,1079.12,Debit Card,Completed,2025-12-30,Cavite
ORD0254,Victoria Gonzalez,Cheesecake,Pastry,8,94.84,758.72,Cash,Cancelled,2025-09-09,Manila
ORD0255,Elizabeth Klein,Baguette,Dessert,2,54.83,109.66,Debit Card,Completed,2025-09-29,Laguna
ORD0256,Kelly Fritz,Brownie,Cake,1,451.76,451.76,Debit Card,Cancelled,2025-10-10,Laguna
ORD0257,Michael Turner,Chocolate Cake,Dessert,2,482.28,964.56,Credit Card,Cancelled,2025-08-03,Laguna
ORD0258,Daniel Sutton,Cupcake,Cake,1,364.41,364.41,Credit Card,Cancelled,2026-02-25,Cavite
ORD0259,John Vega,Banana Bread,Pastry,5,112.95,564.75,GCash,Completed,2026-01-28,Manila
ORD0260,Lindsay Stephens,Chocolate Cake,Pastry,10,373.1,3731.0,Cash,Cancelled,2025-08-16,Laguna
ORD0261,Erika Pena,Croissant,Pastry,5,315.04,1575.2,GCash,Cancelled,2025-07-03,Cavite
ORD0262,Linda Wright,Banana Bread,Cake,9,229.22,2062.98,Cash,Completed,2026-01-30,Cavite
ORD0263,Jennifer Stein,Donut,Bread,7,171.59,1201.13,GCash,Cancelled,2025-07-03,Manila
ORD0264,Samuel Velazquez,Baguette,Dessert,8,251.56,2012.48,Credit Card,Completed,2025-12-17,Batangas
ORD0265,Shannon Lloyd,Donut,Bread,7,131.84,922.88,Credit Card,Cancelled,2025-09-10,Batangas
ORD0266,Joe Cruz,Baguette,Dessert,5,409.29,2046.45,GCash,Completed,2026-03-29,Manila
ORD0267,Cheryl Boyer,Cheesecake,Pastry,9,237.86,2140.74,Cash,Cancelled,2025-06-04,Batangas
ORD0268,Donna Mccullough,Chocolate Cake,Cake,4,396.58,1586.32,Cash,Pending,2025-07-13,Manila
ORD0269,Johnny Baker,Chocolate Cake,Dessert,3,210.04,630.12,Cash,Completed,2025-09-03,Laguna
ORD0270,Gregory Mays,Donut,Pastry,10,496.72,4967.2,Cash,Cancelled,2026-04-19,Cavite
ORD0271,Ms. Erika Singh MD,Croissant,Bread,4,106.87,427.48,Credit Card,Completed,2025-07-26,Batangas
ORD0272,Taylor Burns,Muffin,Bread,4,254.96,1019.84,GCash,Completed,2026-03-23,Laguna
ORD0273,Raymond Fox,Baguette,Cake,4,434.25,1737.0,Cash,Completed,2026-02-22,Batangas
ORD0274,Lindsay Cunningham,Brownie,Pastry,3,357.47,1072.41,GCash,Cancelled,2025-07-10,Cavite
ORD0275,Misty Chandler,Croissant,Cake,8,437.24,3497.92,Credit Card,Completed,2025-09-23,Cavite
ORD0276,Juan Reynolds,Brownie,Bread,3,81.7,245.1,Debit Card,Completed,2025-09-07,Laguna
ORD0277,Chelsea Mendoza,Baguette,Dessert,7,400.57,2803.99,Credit Card,Cancelled,2025-10-03,Cavite
ORD0278,Jeffrey Cox,Cupcake,Dessert,10,169.9,1699.0,Credit Card,Pending,2025-11-10,Cavite
ORD0279,David Roberson,Muffin,Bread,4,464.32,1857.28,Credit Card,Pending,2025-11-03,Batangas
ORD0280,Edward Wilkinson,Cheesecake,Dessert,4,384.56,1538.24,Debit Card,Cancelled,2025-12-12,Batangas
ORD0281,Mr. Daniel Garcia,Muffin,Bread,4,63.11,252.44,Cash,Pending,2026-02-09,Laguna
ORD0282,Wendy Tucker,Baguette,Dessert,1,106.51,106.51,Credit Card,Pending,2026-02-10,Laguna
ORD0283,Calvin Nelson,Muffin,Pastry,7,213.51,1494.57,Credit Card,Cancelled,2026-01-01,Batangas
ORD0284,Anthony Brewer,Cookies,Pastry,2,403.21,806.42,Cash,Completed,2025-12-02,Batangas
ORD0285,Ronald Henry,Cupcake,Dessert,6,217.04,1302.24,GCash,Pending,2025-12-10,Manila
ORD0286,Jason White,Brownie,Pastry,5,314.31,1571.55,GCash,Pending,2025-09-22,Batangas
ORD0287,Vicki Powers,Brownie,Pastry,9,262.4,2361.6,Debit Card,Completed,2025-10-20,Cavite
ORD0288,Fred Thompson,Cookies,Pastry,3,477.27,1431.81,GCash,Completed,2025-10-01,Batangas
ORD0289,Veronica Davis,Cookies,Bread,7,332.02,2324.14,Cash,Cancelled,2026-04-16,Laguna
ORD0290,Brenda Sharp,Cheesecake,Dessert,3,310.64,931.92,Cash,Cancelled,2026-04-24,Batangas
ORD0291,Crystal Blackwell,Baguette,Cake,1,299.19,299.19,GCash,Pending,2026-02-21,Manila
ORD0292,Paul Barry,Baguette,Pastry,7,345.67,2419.69,GCash,Pending,2025-07-26,Laguna
ORD0293,Catherine Cameron,Brownie,Cake,7,159.1,1113.7,Debit Card,Cancelled,2025-07-21,Manila
ORD0294,Alexander Hughes,Cupcake,Bread,1,407.95,407.95,Cash,Completed,2026-03-06,Batangas
ORD0295,Frank Taylor,Muffin,Dessert,5,258.23,1291.15,GCash,Cancelled,2026-04-22,Cavite
ORD0296,Gabriela Hall,Baguette,Pastry,9,443.66,3992.94,Cash,Completed,2026-04-21,Cavite
ORD0297,Stephanie Alvarado,Banana Bread,Cake,10,333.01,3330.1,Debit Card,Pending,2026-04-18,Manila
ORD0298,Anthony Richardson,Banana Bread,Bread,10,228.4,2284.0,Cash,Cancelled,2025-11-23,Cavite
ORD0299,Emily Simmons,Brownie,Pastry,9,287.0,2583.0,GCash,Pending,2025-09-28,Laguna
ORD0300,Annette Hall,Donut,Cake,7,108.9,762.3,Debit Card,Completed,2025-07-13,Cavite
ORD0301,Jasmin Whitaker,Donut,Bread,2,450.0,900.0,Cash,Pending,2025-12-25,Manila
ORD0302,Christopher Romero,Muffin,Cake,1,284.11,284.11,Cash,Cancelled,2025-06-09,Batangas
ORD0303,Valerie Avila,Banana Bread,Dessert,5,195.09,975.45,GCash,Completed,2025-08-02,Manila
ORD0304,Brittney Jackson,Cookies,Pastry,8,406.81,3254.48,GCash,Completed,2025-09-25,Cavite
ORD0305,Michelle Meyer,Donut,Pastry,2,148.22,296.44,Cash,Pending,2026-03-09,Cavite
ORD0306,Daniel Huynh,Baguette,Bread,8,232.62,1860.96,Cash,Cancelled,2025-07-28,Laguna
ORD0307,Denise Grant,Muffin,Dessert,10,272.44,2724.4,Credit Card,Cancelled,2025-11-07,Cavite
ORD0308,Tracy Brown,Cheesecake,Pastry,2,233.46,466.92,Debit Card,Pending,2025-09-26,Cavite
ORD0309,Robert Ewing,Cookies,Bread,2,297.2,594.4,Debit Card,Cancelled,2025-09-24,Laguna
ORD0310,Kathryn Parker,Muffin,Dessert,9,475.24,4277.16,GCash,Pending,2026-01-04,Cavite
ORD0311,Margaret Sandoval,Cookies,Dessert,10,360.23,3602.3,Debit Card,Cancelled,2026-02-04,Manila
ORD0312,Arthur Nelson,Banana Bread,Pastry,10,326.42,3264.2,Credit Card,Completed,2025-08-31,Batangas
ORD0313,Kyle Shepherd,Donut,Pastry,8,90.39,723.12,GCash,Cancelled,2025-11-05,Manila
ORD0314,Kristen Fitzgerald,Cupcake,Dessert,5,470.41,2352.05,Debit Card,Completed,2025-11-06,Manila
ORD0315,Amber Cox,Chocolate Cake,Dessert,9,113.59,1022.31,Debit Card,Pending,2026-03-21,Laguna
ORD0316,Brian Rose,Croissant,Cake,8,420.13,3361.04,Credit Card,Cancelled,2026-05-13,Laguna
ORD0317,Ann Ward,Cupcake,Dessert,9,60.22,541.98,GCash,Completed,2025-10-08,Manila
ORD0318,Sherri Barnes,Banana Bread,Dessert,9,188.32,1694.88,GCash,Pending,2025-07-30,Batangas
ORD0319,Cheryl Walker,Cupcake,Cake,6,444.44,2666.64,GCash,Pending,2025-11-22,Batangas
ORD0320,Ryan Smith,Brownie,Cake,3,240.25,720.75,GCash,Cancelled,2026-03-21,Laguna
ORD0321,Russell Hughes,Cheesecake,Bread,6,227.74,1366.44,Debit Card,Completed,2025-07-06,Laguna
ORD0322,Antonio Ponce,Cheesecake,Dessert,5,337.01,1685.05,Credit Card,Cancelled,2025-12-19,Cavite
ORD0323,William Hart,Cookies,Pastry,10,403.32,4033.2,Cash,Pending,2025-08-03,Laguna
ORD0324,Meghan Baker,Banana Bread,Bread,1,198.55,198.55,Debit Card,Completed,2025-11-14,Cavite
ORD0325,Valerie Mcneil,Croissant,Cake,3,177.91,533.73,Credit Card,Cancelled,2025-09-08,Batangas
ORD0326,Melissa Velez,Brownie,Dessert,10,236.78,2367.8,Debit Card,Completed,2025-06-25,Laguna
ORD0327,Paige Brown,Baguette,Cake,3,493.95,1481.85,Debit Card,Cancelled,2025-11-30,Laguna
ORD0328,Tyler Nash DDS,Baguette,Pastry,3,362.8,1088.4,Credit Card,Pending,2025-06-27,Cavite
ORD0329,Sharon Snyder,Banana Bread,Dessert,2,290.62,581.24,Credit Card,Pending,2026-01-04,Batangas
ORD0330,Cindy Torres,Croissant,Bread,8,213.05,1704.4,Credit Card,Pending,2026-02-17,Manila
ORD0331,Jennifer Rodriguez,Cupcake,Cake,5,405.42,2027.1,GCash,Cancelled,2025-08-28,Batangas
ORD0332,Julie Adams,Chocolate Cake,Dessert,3,89.19,267.57,GCash,Completed,2025-05-16,Manila
ORD0333,Jessica Ortiz,Cupcake,Cake,8,223.59,1788.72,Credit Card,Cancelled,2025-12-30,Laguna
ORD0334,Laurie Ayala,Banana Bread,Bread,9,151.49,1363.41,Debit Card,Cancelled,2025-12-06,Manila
ORD0335,James Rodriguez,Cupcake,Dessert,9,312.1,2808.9,Credit Card,Cancelled,2025-07-16,Manila
ORD0336,Dustin Rodriguez,Cheesecake,Cake,10,406.94,4069.4,Cash,Pending,2025-10-19,Laguna
ORD0337,Christine Ritter,Cheesecake,Cake,1,414.78,414.78,GCash,Pending,2026-05-01,Cavite
ORD0338,Morgan Graham,Cupcake,Dessert,1,252.69,252.69,Credit Card,Pending,2025-07-05,Cavite
ORD0339,Cindy Reyes,Cupcake,Pastry,2,396.85,793.7,Credit Card,Pending,2025-11-05,Cavite
ORD0340,Matthew Crawford,Cheesecake,Bread,4,342.67,1370.68,Cash,Cancelled,2025-07-15,Manila
ORD0341,Jason Perkins,Donut,Bread,6,62.18,373.08,Credit Card,Pending,2025-06-23,Manila
ORD0342,Laura Olsen,Muffin,Cake,7,302.26,2115.82,Cash,Cancelled,2026-04-24,Batangas
ORD0343,Holly Nguyen,Banana Bread,Pastry,7,326.45,2285.15,GCash,Cancelled,2025-10-11,Cavite
ORD0344,Brian Gill,Cookies,Pastry,1,121.71,121.71,GCash,Pending,2025-12-07,Batangas
ORD0345,Michelle Powers,Croissant,Bread,5,409.44,2047.2,Cash,Completed,2025-06-24,Manila
ORD0346,Roger Jones,Brownie,Bread,7,203.22,1422.54,Debit Card,Cancelled,2025-06-18,Cavite
ORD0347,Jessica Smith MD,Baguette,Bread,8,401.81,3214.48,Debit Card,Completed,2025-10-06,Laguna
ORD0348,Jennifer Mann,Chocolate Cake,Pastry,3,359.31,1077.93,GCash,Pending,2025-07-09,Laguna
ORD0349,Brian Hughes,Baguette,Dessert,5,145.63,728.15,Debit Card,Cancelled,2025-11-29,Batangas
ORD0350,Brooke Hernandez,Baguette,Cake,7,377.59,2643.13,Cash,Completed,2025-06-19,Laguna
ORD0351,Travis Estrada,Cookies,Bread,1,320.37,320.37,Cash,Cancelled,2026-05-05,Manila
ORD0352,Ryan Williams,Baguette,Dessert,3,129.73,389.19,Cash,Pending,2025-12-11,Batangas
ORD0353,Tim Miller,Donut,Cake,7,122.43,857.01,Debit Card,Pending,2025-12-01,Laguna
ORD0354,Robert Cruz,Croissant,Pastry,6,305.26,1831.56,Cash,Pending,2025-08-17,Batangas
ORD0355,Kevin Sanchez,Banana Bread,Dessert,5,462.13,2310.65,Credit Card,Pending,2025-12-18,Batangas
ORD0356,Melanie Perez,Cookies,Bread,2,90.01,180.02,GCash,Cancelled,2026-02-24,Laguna
ORD0357,Carlos Brown,Baguette,Cake,3,369.15,1107.45,GCash,Pending,2025-06-13,Laguna
ORD0358,Cristina Maxwell,Banana Bread,Cake,9,140.19,1261.71,Debit Card,Cancelled,2025-11-03,Manila
ORD0359,Evan Caldwell,Muffin,Pastry,7,132.02,924.14,GCash,Completed,2025-11-24,Cavite
ORD0360,Troy Jackson,Chocolate Cake,Dessert,3,88.45,265.35,Credit Card,Cancelled,2025-06-15,Manila
ORD0361,Alexandra Fox,Banana Bread,Bread,2,266.73,533.46,GCash,Pending,2025-11-11,Manila
ORD0362,Stacey Smith,Donut,Pastry,4,249.37,997.48,GCash,Cancelled,2026-01-10,Manila
ORD0363,Eric Nguyen,Cheesecake,Dessert,1,77.94,77.94,Debit Card,Pending,2025-08-26,Cavite
ORD0364,Michael Elliott,Donut,Bread,8,444.04,3552.32,Cash,Completed,2026-01-29,Manila
ORD0365,Grant Cowan,Banana Bread,Pastry,1,470.37,470.37,Credit Card,Completed,2025-10-26,Cavite
ORD0366,Scott Johnson,Donut,Pastry,8,273.29,2186.32,GCash,Completed,2025-06-09,Batangas
ORD0367,Michael Hansen,Croissant,Cake,4,269.94,1079.76,Credit Card,Pending,2025-05-26,Cavite
ORD0368,Christine Vega,Muffin,Bread,9,271.17,2440.53,Credit Card,Cancelled,2026-02-19,Batangas
ORD0369,Brianna Perez,Brownie,Dessert,6,276.19,1657.14,Debit Card,Cancelled,2025-08-07,Manila
ORD0370,Kimberly Martin,Cookies,Cake,6,134.22,805.32,Credit Card,Pending,2026-02-01,Laguna
ORD0371,Dana Sherman,Donut,Bread,2,464.28,928.56,GCash,Pending,2026-05-12,Laguna
ORD0372,Todd Espinoza,Muffin,Cake,3,204.72,614.16,Debit Card,Cancelled,2025-08-27,Cavite
ORD0373,Pamela Pruitt,Donut,Pastry,7,138.4,968.8,Debit Card,Cancelled,2025-09-28,Cavite
ORD0374,Spencer Ward,Banana Bread,Pastry,10,434.79,4347.9,Cash,Completed,2026-02-06,Laguna
ORD0375,Tom Chung,Cookies,Bread,2,470.46,940.92,GCash,Cancelled,2025-06-17,Cavite
ORD0376,Lisa Sloan,Muffin,Dessert,5,81.01,405.05,Credit Card,Cancelled,2026-03-17,Manila
ORD0377,Jonathan Gordon,Baguette,Dessert,8,202.77,1622.16,GCash,Pending,2025-10-31,Cavite
ORD0378,Mariah Rogers,Chocolate Cake,Cake,1,285.37,285.37,Debit Card,Pending,2025-06-18,Manila
ORD0379,Stephanie Johnson,Donut,Bread,10,368.85,3688.5,GCash,Completed,2025-09-30,Batangas
ORD0380,Miguel Ramos,Brownie,Dessert,5,475.18,2375.9,Debit Card,Cancelled,2026-02-14,Laguna
ORD0381,Carol Oneal,Muffin,Dessert,6,195.12,1170.72,Debit Card,Pending,2025-06-19,Laguna
ORD0382,Heather Perkins,Muffin,Cake,2,144.7,289.4,Debit Card,Cancelled,2025-10-27,Cavite
ORD0383,Nancy Fletcher,Brownie,Cake,8,477.41,3819.28,Credit Card,Pending,2025-06-08,Laguna
ORD0384,Carla Hatfield DVM,Banana Bread,Cake,2,146.51,293.02,Credit Card,Completed,2025-06-21,Laguna
ORD0385,Dana Hughes,Banana Bread,Cake,4,195.32,781.28,GCash,Completed,2026-02-07,Batangas
ORD0386,Joseph Mcintosh,Banana Bread,Cake,7,240.87,1686.09,GCash,Cancelled,2025-08-26,Batangas
ORD0387,Yvette Higgins,Baguette,Bread,2,355.43,710.86,Debit Card,Cancelled,2025-11-22,Laguna
ORD0388,Brenda Moore,Cupcake,Pastry,6,276.8,1660.8,Credit Card,Completed,2025-11-25,Laguna
ORD0389,Kathryn Saunders,Brownie,Pastry,7,92.05,644.35,Debit Card,Pending,2025-05-18,Manila
ORD0390,Dr. William Brown,Banana Bread,Pastry,10,201.6,2016.0,Cash,Completed,2025-05-20,Batangas
ORD0391,Jamie Reyes,Cheesecake,Pastry,3,482.63,1447.89,GCash,Completed,2025-11-11,Manila
ORD0392,James Hunter,Banana Bread,Dessert,3,457.14,1371.42,Debit Card,Pending,2025-12-12,Laguna
ORD0393,Yvette Davis DVM,Cheesecake,Bread,10,134.29,1342.9,GCash,Completed,2026-03-07,Cavite
ORD0394,Jerry Lewis,Cupcake,Pastry,7,189.34,1325.38,Credit Card,Pending,2025-07-19,Cavite
ORD0395,April Walker,Brownie,Cake,7,417.39,2921.73,GCash,Completed,2025-08-06,Manila
ORD0396,Christian Johnson,Baguette,Dessert,7,97.06,679.42,Credit Card,Pending,2025-08-19,Manila
ORD0397,Krystal Burgess DDS,Baguette,Cake,2,421.04,842.08,Cash,Pending,2025-07-24,Laguna
ORD0398,Anthony Parker,Banana Bread,Cake,5,140.46,702.3,GCash,Pending,2026-04-29,Batangas
ORD0399,Shannon Nixon,Muffin,Bread,1,274.17,274.17,GCash,Cancelled,2025-05-21,Manila
ORD0400,Ian Hernandez,Chocolate Cake,Cake,7,476.9,3338.3,Credit Card,Completed,2026-04-12,Cavite
ORD0401,Robert Reese,Donut,Cake,7,245.44,1718.08,GCash,Pending,2026-02-06,Cavite
ORD0402,Samantha Hamilton,Cookies,Bread,3,136.66,409.98,Cash,Cancelled,2026-01-01,Laguna
ORD0403,William Norton,Brownie,Dessert,8,177.36,1418.88,GCash,Completed,2025-08-05,Batangas
ORD0404,Calvin Barber,Cookies,Pastry,4,328.77,1315.08,Credit Card,Completed,2025-10-18,Batangas
ORD0405,Angela Gardner,Banana Bread,Cake,5,475.19,2375.95,Cash,Cancelled,2025-09-29,Manila
ORD0406,William Griffin,Croissant,Pastry,2,419.97,839.94,Cash,Completed,2026-02-10,Manila
ORD0407,David Randolph,Baguette,Dessert,9,140.95,1268.55,GCash,Cancelled,2025-05-21,Cavite
ORD0408,Bobby Brock,Cheesecake,Cake,3,280.42,841.26,Debit Card,Completed,2025-09-20,Manila
ORD0409,Peter Pineda,Donut,Bread,8,151.44,1211.52,GCash,Completed,2026-04-01,Cavite
ORD0410,Megan Douglas,Muffin,Pastry,9,99.1,891.9,GCash,Cancelled,2026-01-03,Laguna
ORD0411,Matthew Stewart,Cupcake,Dessert,10,240.03,2400.3,GCash,Pending,2026-02-17,Cavite
ORD0412,Mr. Joseph Mckinney,Cheesecake,Bread,8,176.97,1415.76,Debit Card,Cancelled,2026-04-02,Cavite
ORD0413,Craig Wright,Cookies,Dessert,7,278.33,1948.31,Credit Card,Pending,2025-10-30,Cavite
ORD0414,Brandy Gonzalez,Cookies,Bread,5,214.64,1073.2,GCash,Pending,2025-07-29,Cavite
ORD0415,Robert Raymond,Banana Bread,Bread,4,115.84,463.36,Credit Card,Cancelled,2026-04-08,Cavite
ORD0416,Matthew Harper,Chocolate Cake,Dessert,4,127.86,511.44,GCash,Completed,2026-01-08,Batangas
ORD0417,Hannah Smith,Cookies,Pastry,1,493.64,493.64,Cash,Cancelled,2025-11-28,Laguna
ORD0418,Barbara Holmes,Banana Bread,Pastry,5,402.06,2010.3,Cash,Pending,2025-09-25,Batangas
ORD0419,Steven Taylor,Muffin,Dessert,10,483.44,4834.4,Cash,Pending,2025-12-03,Laguna
ORD0420,Jackson Williams,Muffin,Cake,10,211.52,2115.2,Cash,Pending,2025-09-22,Manila
ORD0421,Daniel Robinson,Donut,Dessert,7,141.25,988.75,Credit Card,Pending,2025-07-17,Batangas
ORD0422,Gregory Hunt,Cupcake,Pastry,5,439.15,2195.75,Debit Card,Cancelled,2025-12-22,Laguna
ORD0423,Cody Ortega,Cheesecake,Cake,6,471.67,2830.02,Debit Card,Pending,2025-06-04,Cavite
ORD0424,Denise Olson,Cheesecake,Dessert,6,306.94,1841.64,Cash,Cancelled,2026-03-16,Laguna
ORD0425,Cindy White,Chocolate Cake,Bread,8,477.05,3816.4,Credit Card,Pending,2025-09-21,Manila
ORD0426,Nicholas English,Chocolate Cake,Bread,9,66.58,599.22,Cash,Completed,2026-02-05,Cavite
ORD0427,Kevin Owens,Brownie,Dessert,10,203.42,2034.2,Cash,Pending,2026-03-11,Batangas
ORD0428,Kevin Medina,Croissant,Pastry,1,359.72,359.72,Credit Card,Pending,2025-07-24,Cavite
ORD0429,Jessica Watkins,Brownie,Pastry,5,423.02,2115.1,Debit Card,Cancelled,2025-10-20,Laguna
ORD0430,David Thompson,Baguette,Cake,6,175.74,1054.44,Cash,Completed,2026-04-20,Manila
ORD0431,Joshua Benjamin,Croissant,Cake,5,495.38,2476.9,Debit Card,Completed,2026-01-19,Manila
ORD0432,David Craig MD,Cheesecake,Cake,4,420.35,1681.4,Cash,Completed,2025-10-09,Manila
ORD0433,Miss Nicole Johnson,Cupcake,Dessert,5,89.68,448.4,Credit Card,Cancelled,2026-02-14,Cavite
ORD0434,Mark Sanchez,Baguette,Cake,4,66.98,267.92,Debit Card,Completed,2025-09-09,Laguna
ORD0435,Mr. Jeffrey Hicks,Croissant,Pastry,3,367.18,1101.54,Cash,Completed,2026-01-10,Batangas
ORD0436,Kimberly Glover,Donut,Pastry,3,396.46,1189.38,Cash,Cancelled,2026-01-26,Manila
ORD0437,James Macdonald,Banana Bread,Cake,7,254.61,1782.27,Cash,Completed,2026-04-09,Laguna
ORD0438,Jessica Johnson,Donut,Bread,2,194.2,388.4,Credit Card,Cancelled,2026-01-24,Laguna
ORD0439,Janet Price,Cookies,Dessert,9,393.57,3542.13,Debit Card,Completed,2026-03-25,Manila
ORD0440,Kathleen Johnson,Brownie,Bread,3,240.05,720.15,GCash,Pending,2026-03-09,Cavite
ORD0441,Stephanie Johnson,Baguette,Bread,10,188.08,1880.8,GCash,Cancelled,2025-06-14,Cavite
ORD0442,Michael Hayes,Baguette,Cake,6,259.48,1556.88,Credit Card,Completed,2025-07-19,Batangas
ORD0443,Peter Lawson,Banana Bread,Pastry,5,213.52,1067.6,Credit Card,Completed,2026-04-13,Batangas
ORD0444,Lisa Harris,Baguette,Dessert,4,441.05,1764.2,Credit Card,Completed,2025-08-04,Cavite
ORD0445,Kevin Hines,Cupcake,Pastry,6,323.67,1942.02,Cash,Completed,2026-02-12,Batangas
ORD0446,Cathy Ramos,Brownie,Pastry,6,252.58,1515.48,Credit Card,Completed,2025-12-18,Laguna
ORD0447,Katherine Johnson,Baguette,Cake,6,423.5,2541.0,Debit Card,Completed,2025-08-04,Batangas
ORD0448,Susan Frederick,Cupcake,Pastry,3,229.78,689.34,GCash,Completed,2025-06-22,Laguna
ORD0449,Steven Cooper,Brownie,Dessert,2,283.57,567.14,Debit Card,Pending,2025-12-29,Manila
ORD0450,Dennis Griffin,Cupcake,Bread,9,281.98,2537.82,GCash,Cancelled,2026-05-08,Cavite
ORD0451,Nicole Olson,Baguette,Pastry,4,292.09,1168.36,Credit Card,Completed,2025-07-23,Manila
ORD0452,Kathryn Oliver,Cookies,Dessert,3,120.31,360.93,Debit Card,Completed,2025-08-08,Manila
ORD0453,Scott Simmons,Croissant,Cake,1,237.0,237.0,Cash,Cancelled,2025-06-29,Batangas
ORD0454,Gabriel Perez,Cheesecake,Pastry,1,405.82,405.82,Cash,Completed,2025-12-03,Laguna
ORD0455,Jennifer Blanchard,Cookies,Pastry,5,169.53,847.65,GCash,Pending,2025-09-08,Cavite
ORD0456,Yolanda Kim,Cheesecake,Bread,10,191.27,1912.7,Credit Card,Completed,2025-12-03,Cavite
ORD0457,Caitlyn Hill,Muffin,Pastry,8,404.55,3236.4,Cash,Cancelled,2025-12-18,Cavite
ORD0458,Rita Thomas,Cupcake,Cake,1,456.47,456.47,GCash,Completed,2025-12-23,Cavite
ORD0459,Ruben Swanson,Brownie,Cake,3,377.56,1132.68,Debit Card,Completed,2025-12-05,Batangas
ORD0460,Trevor Snow,Brownie,Cake,10,102.39,1023.9,Cash,Cancelled,2026-05-06,Laguna
ORD0461,Megan Henderson,Donut,Cake,4,328.97,1315.88,Cash,Pending,2025-05-30,Batangas
ORD0462,Christopher Long,Chocolate Cake,Dessert,2,279.49,558.98,GCash,Completed,2026-03-10,Batangas
ORD0463,Kelly Garza,Cupcake,Dessert,8,72.92,583.36,GCash,Cancelled,2026-03-05,Manila
ORD0464,Kathy Aguilar,Muffin,Cake,2,475.74,951.48,Debit Card,Pending,2025-10-15,Batangas
ORD0465,Kelly Erickson,Brownie,Dessert,6,58.71,352.26,Credit Card,Cancelled,2025-07-17,Cavite
ORD0466,Jeffrey Morales,Cookies,Bread,7,268.08,1876.56,Credit Card,Pending,2026-01-01,Batangas
ORD0467,Angel Smith,Cheesecake,Cake,4,346.33,1385.32,GCash,Pending,2025-07-13,Cavite
ORD0468,Julie Ramos,Donut,Bread,4,478.05,1912.2,Debit Card,Cancelled,2026-03-30,Laguna
ORD0469,Mrs. Jennifer Anderson PhD,Muffin,Pastry,4,388.35,1553.4,GCash,Completed,2025-10-22,Batangas
ORD0470,Katherine Chase,Banana Bread,Pastry,2,457.47,914.94,GCash,Completed,2026-03-18,Manila
ORD0471,Katelyn Holmes,Croissant,Cake,1,256.81,256.81,Credit Card,Cancelled,2025-09-03,Manila
ORD0472,Kenneth Graves,Baguette,Dessert,9,431.88,3886.92,Debit Card,Pending,2025-12-27,Cavite
ORD0473,Brittany Wade,Croissant,Pastry,5,458.24,2291.2,Debit Card,Pending,2025-08-08,Cavite
ORD0474,Jeffrey Murphy,Cupcake,Dessert,1,81.44,81.44,Debit Card,Pending,2025-07-21,Batangas
ORD0475,Vincent Anderson,Banana Bread,Bread,2,128.43,256.86,Debit Card,Cancelled,2025-09-06,Cavite
ORD0476,Christie Stanley,Croissant,Cake,2,298.53,597.06,Cash,Cancelled,2025-07-18,Manila
ORD0477,Kenneth Jarvis,Cupcake,Cake,9,435.43,3918.87,GCash,Pending,2025-11-07,Laguna
ORD0478,Betty Crawford,Baguette,Dessert,7,303.29,2123.03,Cash,Pending,2026-04-21,Manila
ORD0479,Rachel Collins,Baguette,Cake,1,466.79,466.79,GCash,Cancelled,2026-02-12,Batangas
ORD0480,Joseph Smith,Croissant,Bread,3,376.14,1128.42,Debit Card,Completed,2025-09-28,Cavite
ORD0481,Kimberly Morgan,Cookies,Dessert,3,420.76,1262.28,GCash,Cancelled,2026-05-01,Laguna
ORD0482,Kelly Holt,Brownie,Bread,1,104.9,104.9,GCash,Cancelled,2026-03-24,Batangas
ORD0483,Nichole Patton,Muffin,Pastry,2,164.05,328.1,GCash,Completed,2025-10-27,Laguna
ORD0484,Kristy Lindsey,Chocolate Cake,Cake,3,200.85,602.55,Cash,Pending,2025-12-15,Cavite
ORD0485,Michael Nichols,Cookies,Bread,2,161.61,323.22,Debit Card,Pending,2025-05-16,Laguna
ORD0486,Brian Gonzalez,Cheesecake,Bread,5,79.54,397.7,GCash,Completed,2026-02-11,Cavite
ORD0487,Michael Shaw,Baguette,Pastry,5,407.71,2038.55,Debit Card,Cancelled,2025-11-28,Manila
ORD0488,Sandra Vasquez,Chocolate Cake,Bread,6,325.04,1950.24,Cash,Completed,2025-07-03,Laguna
ORD0489,Tyler Watson,Cupcake,Cake,4,234.4,937.6,Cash,Completed,2025-09-16,Batangas
